lga_code,lga_name,state_name,state_abbrev,lga_area_sq_km,n_service_records,n_services,services_per_100_sq_km,n_services_with_approved_places,pct_services_with_approved_places,total_approved_places,mean_approved_places,median_approved_places,approved_places_per_service,approved_places_per_100_sq_km,n_services_with_assessed_nqs_rating,n_excellent_nqs_services,n_exceeding_nqs_services,n_high_quality_services,n_meeting_or_above_nqs_services,n_below_meeting_nqs_services,pct_excellent_nqs_services,pct_exceeding_nqs_services,pct_high_quality_services,pct_meeting_or_above_nqs_services,pct_below_meeting_nqs_services,n_services_with_train_distance,n_services_with_bus_distance,n_services_with_any_transport_distance,pct_services_with_train_distance,pct_services_with_bus_distance,pct_services_with_any_transport_distance,mean_train_distance_km,median_train_distance_km,mean_bus_distance_km,median_bus_distance_km,mean_nearest_transport_distance_km,median_nearest_transport_distance_km,n_within_1km_train,n_within_1km_bus,n_within_1km_any_transport,n_farther_than_5km_any_transport,pct_within_1km_train,pct_within_1km_bus,pct_within_1km_any_transport,pct_farther_than_5km_any_transport
10750,Blacktown,New South Wales,NSW,238.8471,287,287,120.16055459748098,281,97.90940766550523,20471.0,72.85053380782918,55.0,71.32752613240419,8570.755098136004,264,0,50,50,241,23,0.0,18.939393939393938,18.939393939393938,91.28787878787878,8.712121212121213,287,287,287,100.0,100.0,100.0,1.8689649561847677,1.59713011361677,14.937703786652238,14.226515154508,1.8689649561847677,1.59713011361677,70,0,70,1,24.390243902439025,0.0,24.390243902439025,0.34843205574912894
10800,Bland,New South Wales,NSW,8557.6536,5,5,0.058427230567033,5,100.0,260.0,52.0,56.0,52.0,3.038215989485716,4,0,0,0,4,0,0.0,0.0,0.0,100.0,0.0,5,5,5,100.0,100.0,100.0,69.02416318261172,71.5453213485177,118.07043719041098,110.580197331374,69.02416318261172,71.5453213485177,0,0,0,5,0.0,0.0,0.0,100.0
10850,Blayney,New South Wales,NSW,1524.647,7,7,0.4591226690506065,7,100.0,236.0,33.714285714285715,31.0,33.714285714285715,15.47899284227759,6,0,0,0,6,0,0.0,0.0,0.0,100.0,0.0,7,7,7,100.0,100.0,100.0,0.4674235821586266,0.506865753400057,30.816507924265956,28.882211839096,0.4674235821586266,0.506865753400057,7,0,7,0,100.0,0.0,100.0,0.0
10900,Blue Mountains,New South Wales,NSW,1431.1442,57,57,3.982827167241428,57,100.0,2826.0,49.578947368421055,45.0,49.578947368421055,197.4643785021803,56,0,12,12,50,6,0.0,21.428571428571427,21.428571428571427,89.28571428571429,10.714285714285714,57,57,57,100.0,100.0,100.0,1.1834374172220254,0.786791411975584,49.372916177005266,43.410061087951,1.1834374172220254,0.786791411975584,39,0,39,1,68.42105263157895,0.0,68.42105263157895,1.7543859649122806
10950,Bogan,New South Wales,NSW,14599.8996,2,2,0.013698724339172852,2,100.0,114.0,57.0,57.0,57.0,0.7808272873328526,2,0,0,0,1,1,0.0,0.0,0.0,50.0,50.0,2,2,2,100.0,100.0,100.0,169.1642822087495,169.1642822087495,304.984341868528,304.984341868528,169.1642822087495,169.1642822087495,0,0,0,2,0.0,0.0,0.0,100.0
11150,Bourke,New South Wales,NSW,41598.3722,2,2,0.0048078804391292985,2,100.0,78.0,39.0,39.0,39.0,0.18750733712604267,2,0,0,0,2,0,0.0,0.0,0.0,100.0,0.0,2,2,2,100.0,100.0,100.0,331.91553528598047,331.91553528598047,506.1165686973415,506.1165686973415,331.91553528598047,331.91553528598047,0,0,0,2,0.0,0.0,0.0,100.0
11200,Brewarrina,New South Wales,NSW,19162.0296,3,3,0.01565596162110093,3,100.0,69.0,23.0,24.0,23.0,0.36008711728532133,3,0,0,0,2,1,0.0,0.0,0.0,66.66666666666666,33.33333333333333,3,3,3,100.0,100.0,100.0,267.2499262451187,282.873041184019,467.40814572776395,464.347984868808,267.2499262451187,282.873041184019,0,0,0,3,0.0,0.0,0.0,100.0
11250,Broken Hill,New South Wales,NSW,170.1153,9,9,5.290529423279388,9,100.0,379.0,42.111111111111114,38.0,42.111111111111114,222.79007238032088,9,0,0,0,6,3,0.0,0.0,0.0,66.66666666666666,33.33333333333333,9,9,9,100.0,100.0,100.0,102.9862368106621,103.171769621897,255.48013257101644,256.328968696776,102.9862368106621,103.171769621897,0,0,0,9,0.0,0.0,0.0,100.0
11300,Burwood,New South Wales,NSW,7.1282,30,30,420.8636121320951,30,100.0,1972.0,65.73333333333333,65.5,65.73333333333333,27664.768104149716,27,0,3,3,27,0,0.0,11.11111111111111,11.11111111111111,100.0,0.0,30,30,30,100.0,100.0,100.0,0.8313197477977371,0.7821364030069939,7.50140796390538,7.39496682731808,0.8313197477977371,0.7821364030069939,19,0,19,0,63.33333333333333,0.0,63.33333333333333,0.0
11350,Byron,New South Wales,NSW,565.8027,28,28,4.9487215243052045,28,100.0,1300.0,46.42857142857143,47.5,46.42857142857143,229.76207077131306,26,2,7,9,26,0,7.6923076923076925,26.923076923076923,34.61538461538461,100.0,0.0,28,28,28,100.0,100.0,100.0,8.751481703088222,9.270928830260754,10.636202998250607,11.88804344347435,8.690885470601112,9.270928830260754,6,3,6,19,21.428571428571427,10.714285714285714,21.428571428571427,67.85714285714286
11400,Cabonne,New South Wales,NSW,6022.3496,14,14,0.23246740773733895,13,92.85714285714286,433.0,33.30769230769231,30.0,30.928571428571427,7.189884825019126,11,0,0,0,10,1,0.0,0.0,0.0,90.9090909090909,9.090909090909092,14,14,14,100.0,100.0,100.0,31.05103516715252,33.48494569493511,78.76606030508925,77.2280415660401,31.05103516715252,33.48494569493511,0,0,0,14,0.0,0.0,0.0,100.0
11450,Camden,New South Wales,NSW,201.5278,91,91,45.15506049289477,89,97.8021978021978,8228.0,92.4494382022472,84.0,90.41758241758242,4082.811403687233,85,0,18,18,80,5,0.0,21.176470588235293,21.176470588235293,94.11764705882352,5.88235294117647,91,91,91,100.0,100.0,100.0,6.085715671359784,5.81006553786656,40.955795987014646,42.0070741508253,6.085715671359784,5.81006553786656,0,0,0,67,0.0,0.0,0.0,73.62637362637363
11500,Campbelltown (NSW),New South Wales,NSW,311.4117,139,139,44.635445617489644,135,97.12230215827337,8041.0,59.56296296296296,51.0,57.84892086330935,2582.1123612247065,133,1,19,20,122,11,0.7518796992481203,14.285714285714285,15.037593984962406,91.72932330827066,8.270676691729323,139,139,139,100.0,100.0,100.0,1.7249567967779662,1.4549713304759,34.83235545310702,36.0165509264852,1.7249567967779662,1.4549713304759,45,0,45,0,32.37410071942446,0.0,32.37410071942446,0.0
11520,Canada Bay,New South Wales,NSW,19.9239,61,61,306.1649576639112,61,100.0,4540.0,74.42622950819673,60.0,74.42622950819673,22786.703406461587,61,0,17,17,54,7,0.0,27.86885245901639,27.86885245901639,88.52459016393442,11.475409836065573,61,61,61,100.0,100.0,100.0,1.5103984367778898,1.63429960456525,4.618368964568385,4.74825864586063,1.5090850874943873,1.63429960456525,24,0,24,0,39.34426229508197,0.0,39.34426229508197,0.0
11570,Canterbury-Bankstown,New South Wales,NSW,110.2374,297,297,269.4185457929886,283,95.28619528619528,13441.0,47.49469964664311,40.0,45.255892255892256,12192.776680146666,282,0,34,34,257,25,0.0,12.056737588652481,12.056737588652481,91.13475177304964,8.865248226950355,297,297,297,100.0,100.0,100.0,1.0469599980372775,0.868782785032833,13.164654947281097,13.315175803802,1.0469599980372775,0.868782785032833,166,0,166,0,55.892255892255896,0.0,55.892255892255896,0.0
11600,Carrathool,New South Wales,NSW,18934.4853,3,3,0.015844106414659182,3,100.0,64.0,21.333333333333332,16.0,21.333333333333332,0.33800760351272924,3,0,0,0,3,0,0.0,0.0,0.0,100.0,0.0,3,3,3,100.0,100.0,100.0,77.4936623125948,92.4814934037473,251.22961246643334,263.716611147779,77.4936623125948,92.4814934037473,0,0,0,3,0.0,0.0,0.0,100.0
11650,Central Coast (NSW),New South Wales,NSW,1681.0059,222,222,13.206378395221574,220,99.09909909909909,14071.0,63.95909090909091,59.0,63.38288288288288,837.0583351313637,218,1,56,57,207,11,0.45871559633027525,25.688073394495415,26.146788990825687,94.95412844036697,5.045871559633028,222,222,222,100.0,100.0,100.0,4.466288396347735,3.9016889816790297,5.140191563401158,4.817171988042505,4.04383975336076,3.327299004848665,34,17,38,77,15.315315315315313,7.657657657657657,17.117117117117118,34.68468468468468
11700,Central Darling,New South Wales,NSW,53492.193,2,2,0.0037388633515174825,2,100.0,49.0,24.5,24.5,24.5,0.09160215211217831,2,0,0,0,2,0,0.0,0.0,0.0,100.0,0.0,2,2,2,100.0,100.0,100.0,65.14239323164497,65.14239323164497,257.29301684643553,257.29301684643553,65.14239323164497,65.14239323164497,0,0,0,1,0.0,0.0,0.0,50.0
11720,Cessnock,New South Wales,NSW,1965.1593,39,39,1.9845719377558857,39,100.0,2610.0,66.92307692307692,60.0,66.92307692307692,132.81366044981698,38,0,3,3,36,2,0.0,7.894736842105263,7.894736842105263,94.73684210526315,5.263157894736842,39,39,39,100.0,100.0,100.0,10.29790543491587,11.4470765583787,31.71454641588647,31.5930813411935,10.29790543491587,11.4470765583787,7,0,7,28,17.94871794871795,0.0,17.94871794871795,71.7948717948718
11730,Clarence Valley,New South Wales,NSW,10428.6804,35,35,0.3356129314309028,34,97.14285714285714,1498.0,44.05882352941177,37.0,42.8,14.36423346524264,33,0,6,6,32,1,0.0,18.181818181818183,18.181818181818183,96.96969696969697,3.0303030303030303,35,35,35,100.0,100.0,100.0,21.336380313985146,16.4670133785464,35.20555507871548,48.052944674497,8.254107701901255,3.50385040839883,2,1,3,13,5.714285714285714,2.857142857142857,8.571428571428571,37.142857142857146
11750,Cobar,New South Wales,NSW,45575.3512,5,5,0.010970842502251525,4,80.0,179.0,44.75,30.5,35.8,0.39275616158060456,4,0,0,0,3,1,0.0,0.0,0.0,75.0,25.0,5,5,5,100.0,100.0,100.0,180.73086663260443,180.54862491412,405.1153731533908,404.963951376013,180.73086663260443,180.54862491412,0,0,0,5,0.0,0.0,0.0,100.0
11800,Coffs Harbour,New South Wales,NSW,1173.7435,56,56,4.771059435046925,54,96.42857142857143,2991.0,55.388888888888886,45.5,53.410714285714285,254.82569232545268,56,0,15,15,49,7,0.0,26.785714285714285,26.785714285714285,87.5,12.5,56,56,56,100.0,100.0,100.0,8.124783718078412,3.565278788884225,80.50820303036706,81.59956674716841,8.124783718078412,3.565278788884225,2,0,2,22,3.571428571428571,0.0,3.571428571428571,39.285714285714285
12000,Coolamon,New South Wales,NSW,2430.9037,6,6,0.24682178895033977,6,100.0,216.0,36.0,35.0,36.0,8.885584402212231,5,0,0,0,4,1,0.0,0.0,0.0,80.0,20.0,6,6,6,100.0,100.0,100.0,7.95157600427964,0.5395983407686605,85.56757704552342,78.3206486510953,7.95157600427964,0.5395983407686605,4,0,4,2,66.66666666666666,0.0,66.66666666666666,33.33333333333333
12150,Coonamble,New South Wales,NSW,9916.0535,5,5,0.05042328583644693,5,100.0,172.0,34.4,32.0,34.4,1.7345610327737744,5,0,0,0,4,1,0.0,0.0,0.0,80.0,20.0,5,5,5,100.0,100.0,100.0,152.9414141487674,159.984630382968,289.7136190577046,297.940064510737,152.9414141487674,159.984630382968,0,0,0,5,0.0,0.0,0.0,100.0
12160,Cootamundra-Gundagai Regional,New South Wales,NSW,3981.4172,7,7,0.1758167920709239,7,100.0,316.0,45.142857142857146,48.0,45.142857142857146,7.936872327773135,7,0,2,2,7,0,0.0,28.57142857142857,28.57142857142857,100.0,0.0,7,7,7,100.0,100.0,100.0,14.103353743231603,1.23209132746076,14.10507365796669,1.21604289162088,14.094412970735771,1.21604289162088,2,2,2,2,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
12350,Cowra,New South Wales,NSW,2808.7821,7,7,0.24921833559107343,6,85.71428571428571,332.0,55.333333333333336,52.0,47.42857142857143,11.820069630890913,7,0,0,0,6,1,0.0,0.0,0.0,85.71428571428571,14.285714285714285,7,7,7,100.0,100.0,100.0,61.599844708647346,61.5429279775553,89.48534595634081,89.4743127075737,61.599844708647346,61.5429279775553,0,0,0,7,0.0,0.0,0.0,100.0
12380,Cumberland,New South Wales,NSW,72.7496,175,175,240.5511507967054,163,93.14285714285714,8921.0,54.73006134969325,45.0,50.97714285714286,12262.610378613765,164,0,15,15,150,14,0.0,9.146341463414634,9.146341463414634,91.46341463414635,8.536585365853659,175,175,175,100.0,100.0,100.0,1.2128553409551301,0.930937452478232,10.044600502685883,9.9059044521158,1.2128553409551301,0.930937452478232,96,0,96,0,54.85714285714286,0.0,54.85714285714286,0.0
12390,Dubbo Regional,New South Wales,NSW,7534.5251,36,36,0.47780051857548395,35,97.22222222222221,2619.0,74.82857142857142,75.0,72.75,34.75998772636646,34,0,8,8,30,4,0.0,23.52941176470588,23.52941176470588,88.23529411764706,11.76470588235294,36,36,36,100.0,100.0,100.0,22.389905897210593,25.3504037385698,152.76016606073142,158.823183631701,22.389905897210593,25.3504037385698,2,0,2,31,5.555555555555555,0.0,5.555555555555555,86.11111111111111
12700,Dungog,New South Wales,NSW,2249.9983,8,8,0.35555582419773385,8,100.0,260.0,32.5,32.5,32.5,11.555564286426348,7,0,3,3,6,1,0.0,42.857142857142854,42.857142857142854,85.71428571428571,14.285714285714285,8,8,8,100.0,100.0,100.0,6.74730925828626,3.673192333490665,46.06403566525221,42.5967934360176,6.74730925828626,3.673192333490665,3,0,3,3,37.5,0.0,37.5,37.5
12730,Edward River,New South Wales,NSW,8883.4463,8,8,0.09005513997422375,6,75.0,269.0,44.833333333333336,50.0,33.625,3.028104081633274,8,0,0,0,7,1,0.0,0.0,0.0,87.5,12.5,8,8,8,100.0,100.0,100.0,62.249681102001446,62.24290562018345,68.98565108731655,68.96095559982625,62.249681102001446,62.24290562018345,0,0,0,8,0.0,0.0,0.0,100.0
12750,Eurobodalla,New South Wales,NSW,3428.1695,25,25,0.7292521562892383,24,96.0,1044.0,43.5,39.0,41.76,30.453570046638596,25,0,3,3,21,4,0.0,12.0,12.0,84.0,16.0,25,25,25,100.0,100.0,100.0,87.86538415644026,88.0152818993024,116.68168915229944,111.386717713934,87.86538415644026,88.0152818993024,0,0,0,25,0.0,0.0,0.0,100.0
12850,Fairfield,New South Wales,NSW,101.5072,122,122,120.18851864695313,117,95.90163934426229,5560.0,47.52136752136752,40.0,45.57377049180328,5477.4439645660605,116,0,16,16,101,15,0.0,13.793103448275861,13.793103448275861,87.06896551724138,12.931034482758621,122,122,122,100.0,100.0,100.0,3.220405238221037,2.982389285837905,17.54157518750723,17.5610292532959,3.220405238221037,2.982389285837905,29,0,29,32,23.770491803278688,0.0,23.770491803278688,26.229508196721312
12870,Federation,New South Wales,NSW,5684.9253,8,8,0.1407230452087031,8,100.0,335.0,41.875,39.5,41.875,5.892777518114442,6,0,2,2,5,1,0.0,33.33333333333333,33.33333333333333,83.33333333333334,16.666666666666664,8,8,8,100.0,100.0,100.0,29.964795224398124,27.2286945572723,44.93020379890903,49.07353416203725,29.964795224398124,27.2286945572723,0,0,0,8,0.0,0.0,0.0,100.0
12900,Forbes,New South Wales,NSW,4710.128,7,7,0.1486159187181325,7,100.0,561.0,80.14285714285714,75.0,80.14285714285714,11.910504342981762,5,0,1,1,5,0,0.0,20.0,20.0,100.0,0.0,7,7,7,100.0,100.0,100.0,1.2646152361659537,1.32053445221694,140.95377520913144,141.03813130624,1.2646152361659537,1.32053445221694,1,0,1,0,14.285714285714285,0.0,14.285714285714285,0.0
12930,Georges River,New South Wales,NSW,38.3375,114,114,297.35898271926965,113,99.12280701754386,5956.0,52.70796460176991,45.0,52.24561403508772,15535.70264101728,105,0,18,18,98,7,0.0,17.142857142857142,17.142857142857142,93.33333333333333,6.666666666666667,114,114,114,100.0,100.0,100.0,0.9037371423950994,0.738307878562613,10.703989923884341,10.661398209355,0.9037371423950994,0.738307878562613,79,0,79,0,69.2982456140351,0.0,69.2982456140351,0.0
12950,Gilgandra,New South Wales,NSW,4831.5057,3,3,0.062092444597550624,3,100.0,148.0,49.333333333333336,49.0,49.333333333333336,3.063227266812497,3,0,1,1,3,0,0.0,33.33333333333333,33.33333333333333,100.0,0.0,3,3,3,100.0,100.0,100.0,88.08729832534233,78.795909520205,218.15115161075997,211.693836405403,88.08729832534233,78.795909520205,0,0,0,3,0.0,0.0,0.0,100.0
13010,Glen Innes Severn,New South Wales,NSW,5479.977,4,4,0.07299300708743851,4,100.0,179.0,44.75,45.0,44.75,3.266437067162873,4,0,1,1,1,3,0.0,25.0,25.0,25.0,75.0,4,4,4,100.0,100.0,100.0,0.665913969073792,0.6213350705492074,156.72369180118426,160.096822771586,0.665913969073792,0.6213350705492074,3,0,3,0,75.0,0.0,75.0,0.0
13310,Goulburn Mulwaree,New South Wales,NSW,3220.0796,22,22,0.6832129243016228,21,95.45454545454545,1039.0,49.476190476190474,48.0,47.22727272727273,32.266283106790276,21,0,2,2,17,4,0.0,9.523809523809524,9.523809523809524,80.95238095238095,19.047619047619047,22,22,22,100.0,100.0,100.0,3.9527249841231904,1.692979493192565,76.6852960769292,79.4337318802662,3.9527249841231904,1.692979493192565,7,0,7,2,31.818181818181817,0.0,31.818181818181817,9.090909090909092
13340,Greater Hume Shire,New South Wales,NSW,5749.3875,14,14,0.24350419936036666,14,100.0,445.0,31.785714285714285,30.5,31.785714285714285,7.739954908240226,12,0,1,1,11,1,0.0,8.333333333333332,8.333333333333332,91.66666666666666,8.333333333333332,14,14,14,100.0,100.0,100.0,19.519172246424876,26.073704372676502,39.11249312645608,41.5811324501973,13.441998863396538,14.72362856882885,5,0,5,9,35.714285714285715,0.0,35.714285714285715,64.28571428571429
13450,Griffith,New South Wales,NSW,1639.1732,12,12,0.7320763907072175,12,100.0,753.0,62.75,60.0,62.75,45.9377935168779,12,0,2,2,10,2,0.0,16.666666666666664,16.666666666666664,83.33333333333334,16.666666666666664,12,12,12,100.0,100.0,100.0,3.0255952692743495,2.222719870566255,184.47144114953358,185.021659083052,3.0255952692743495,2.222719870566255,4,0,4,1,33.33333333333333,0.0,33.33333333333333,8.333333333333332
13550,Gunnedah,New South Wales,NSW,4987.0295,11,11,0.22057218630850292,10,90.9090909090909,679.0,67.9,60.0,61.72727272727273,13.61531950031577,11,0,2,2,8,3,0.0,18.181818181818183,18.181818181818183,72.72727272727273,27.27272727272727,11,11,11,100.0,100.0,100.0,0.8923865249707054,0.700661788194587,247.64070763591826,247.779467645769,0.8923865249707054,0.700661788194587,8,0,8,0,72.72727272727273,0.0,72.72727272727273,0.0
13660,Gwydir,New South Wales,NSW,9259.6544,2,2,0.021599078255015655,2,100.0,67.0,33.5,33.5,33.5,0.7235691215430243,2,0,0,0,2,0,0.0,0.0,0.0,100.0,0.0,2,2,2,100.0,100.0,100.0,73.08410460033821,73.08410460033821,257.3836203662395,257.3836203662395,73.08410460033821,73.08410460033821,0,0,0,2,0.0,0.0,0.0,100.0
13800,Hawkesbury,New South Wales,NSW,2775.1378,61,61,2.1980890462448386,60,98.36065573770492,3514.0,58.56666666666667,50.0,57.60655737704918,126.62434276236661,54,0,6,6,46,8,0.0,11.11111111111111,11.11111111111111,85.18518518518519,14.814814814814813,61,61,61,100.0,100.0,100.0,3.9917096883738035,3.34216523472705,24.942429032776417,23.3306561878997,3.9917096883738035,3.34216523472705,12,0,12,20,19.672131147540984,0.0,19.672131147540984,32.78688524590164
13850,Hay,New South Wales,NSW,11325.9324,3,3,0.02648788544773585,3,100.0,73.0,24.333333333333332,24.0,24.333333333333332,0.6445385458949058,3,0,0,0,3,0,0.0,0.0,0.0,100.0,0.0,3,3,3,100.0,100.0,100.0,112.89283700910534,112.548357411432,180.57292266105833,180.769656726529,112.89283700910534,112.548357411432,0,0,0,3,0.0,0.0,0.0,100.0
13910,Hilltops,New South Wales,NSW,7140.8865,13,13,0.18205022583680613,13,100.0,732.0,56.30769230769231,50.0,56.30769230769231,10.250828100964776,11,0,3,3,10,1,0.0,27.27272727272727,27.27272727272727,90.9090909090909,9.090909090909092,13,13,13,100.0,100.0,100.0,8.996050497159358,1.00186335998254,44.31167365006798,43.7084210848398,8.996050497159358,1.00186335998254,6,0,6,3,46.15384615384615,0.0,46.15384615384615,23.076923076923077
14000,Hornsby,New South Wales,NSW,455.0374,128,128,28.12955594419272,127,99.21875,8777.0,69.11023622047244,53.0,68.5703125,1928.8524415795273,123,0,19,19,119,4,0.0,15.447154471544716,15.447154471544716,96.7479674796748,3.2520325203252036,128,128,128,100.0,100.0,100.0,1.9683730348200241,0.9260776461469136,6.085629240139238,6.19326452059329,1.4783511778219405,0.8483088572536875,74,7,81,8,57.8125,5.46875,63.28125,6.25
14100,Hunters Hill,New South Wales,NSW,5.7169,12,12,209.9039689342126,12,100.0,838.0,69.83333333333333,64.5,69.83333333333333,14658.293830572513,11,0,2,2,11,0,0.0,18.181818181818183,18.181818181818183,100.0,0.0,12,12,12,100.0,100.0,100.0,4.1757632587767946,4.15437776013684,2.15236666218691,2.05691288900491,2.15236666218691,2.05691288900491,0,0,0,0,0.0,0.0,0.0,0.0
14170,Inner West,New South Wales,NSW,35.2115,155,155,440.19709469917495,150,96.7741935483871,10560.0,70.4,56.5,68.12903225806451,29990.202064666373,146,1,35,36,138,8,0.684931506849315,23.972602739726025,24.65753424657534,94.52054794520548,5.47945205479452,155,155,155,100.0,100.0,100.0,0.687129961137912,0.63539054429473,4.4298651419514075,4.3595172406972,0.687129961137912,0.63539054429473,119,0,119,0,76.77419354838709,0.0,76.77419354838709,0.0
14220,Inverell,New South Wales,NSW,9404.7564,12,12,0.12759501139232057,10,83.33333333333334,439.0,43.9,45.0,36.583333333333336,4.667850833435729,12,0,3,3,11,1,0.0,25.0,25.0,91.66666666666666,8.333333333333332,12,12,12,100.0,100.0,100.0,58.1600857667357,59.08412319290825,217.1529864685614,219.35010758428,58.1600857667357,59.08412319290825,0,0,0,12,0.0,0.0,0.0,100.0
14300,Junee,New South Wales,NSW,2030.0222,3,3,0.14778163509738956,3,100.0,207.0,69.0,61.0,69.0,10.19693282171988,3,0,1,1,3,0,0.0,33.33333333333333,33.33333333333333,100.0,0.0,3,3,3,100.0,100.0,100.0,0.6714017448280017,0.615858221597453,48.578789731919926,48.4691082461114,0.6714017448280017,0.615858221597453,2,0,2,0,66.66666666666666,0.0,66.66666666666666,0.0
