dv2_rank_high_to_low,lga_code,lga_name,state_abbrev,vulnerable_pct_dv2,vulnerable_n_dv2,valid_scores_n_dv2,dv2_vulnerability_quartile,is_high_dv2_lga,usual_resident_population,irsd_score,irsd_australia_decile,irsd_australia_percentile,irsd_disadvantage_group,irsad_score,irsad_australia_decile,ier_score,ier_australia_decile,ieo_score,ieo_australia_decile,n_services,services_per_10000_population,total_approved_places,approved_places_per_10000_population,mean_train_distance_km,median_train_distance_km,mean_bus_distance_km,median_bus_distance_km,mean_nearest_transport_distance_km,median_nearest_transport_distance_km,transport_distance_quartile,pct_within_1km_any_transport,pct_farther_than_5km_any_transport
1,74050,Tiwi Islands,NT,81.25,26.0,32.0,Q4 highest DV2,True,2348.0,563.8833218,1.0,4.0,Most disadvantaged: IRSD deciles 1-2,729.0307997,1.0,539.5069997,1.0,859.7093709,1.0,2.0,8.517887563884157,65.0,276.8313458262351,102.12764363886711,102.12764363886711,90.79965918762036,90.79965918762036,90.79965918762036,90.79965918762036,Q4 farthest from transport,0.0,100.0
2,40250,Anangu Pitjantjatjara Yunkunyt,SA,77.7777777777778,28.0,36.0,Q4 highest DV2,True,2333.0,496.3265311,1.0,1.0,Most disadvantaged: IRSD deciles 1-2,705.8294712,1.0,519.415049,1.0,889.3886489,2.0,4.0,17.145306472353194,110.0,471.4959279897128,181.6264071854129,147.40358238895038,263.56728332881346,219.4907801124195,179.73256112777418,147.40358238895038,Q4 farthest from transport,0.0,100.0
3,72330,MacDonnell,NT,74.5454545454545,41.0,55.0,Q4 highest DV2,True,5748.0,565.6505055,1.0,4.0,Most disadvantaged: IRSD deciles 1-2,727.2704691,1.0,590.4714517,1.0,861.1133109,1.0,3.0,5.21920668058455,102.0,177.45302713987473,243.9375903068752,206.941415643059,288.92917111945667,256.812575992648,237.87868221066387,206.941415643059,Q4 farthest from transport,0.0,100.0
4,70420,Barkly,NT,60.6060606060606,60.0,99.0,Q4 highest DV2,True,6316.0,669.6203716,1.0,6.0,Most disadvantaged: IRSD deciles 1-2,790.0111862,1.0,697.8099372,1.0,886.6988146,2.0,4.0,6.333122229259025,171.0,270.7409753008233,335.7482795246207,359.1688372390225,106.11432228994312,87.69761064982883,105.63052055482136,86.73000717958533,Q4 farthest from transport,50.0,50.0
5,74680,West Daly,NT,52.5423728813559,31.0,59.0,Q4 highest DV2,True,2973.0,439.4829877,1.0,1.0,Most disadvantaged: IRSD deciles 1-2,676.6035467,1.0,488.4320972,1.0,899.4377923,2.0,1.0,3.3636057854019508,35.0,117.72620248906829,247.586629052318,247.586629052318,244.48745033232,244.48745033232,244.48745033232,244.48745033232,Q4 farthest from transport,0.0,100.0
6,53920,Halls Creek,WA,51.4285714285714,36.0,70.0,Q4 highest DV2,True,3574.0,540.1226449,1.0,3.0,Most disadvantaged: IRSD deciles 1-2,701.667568,1.0,571.9846197,1.0,836.0300549,1.0,1.0,2.797985450475658,66.0,184.6670397313934,640.008446729762,640.008446729762,224.304836935972,224.304836935972,224.304836935972,224.304836935972,Q4 farthest from transport,0.0,100.0
7,32330,Cherbourg,QLD,43.75,14.0,32.0,Q4 highest DV2,True,1194.0,498.1020393,1.0,2.0,Most disadvantaged: IRSD deciles 1-2,659.6108474,1.0,560.7790086,1.0,813.6216604,1.0,2.0,16.75041876046901,106.0,887.7721943048576,71.8973851327829,71.8973851327829,141.14444525691448,141.14444525691448,71.8973851327829,71.8973851327829,Q4 farthest from transport,0.0,100.0
8,73600,Roper Gulf,NT,41.9354838709677,39.0,93.0,Q4 highest DV2,True,6486.0,534.0460928,1.0,3.0,Most disadvantaged: IRSD deciles 1-2,709.339701,1.0,563.8677609,1.0,866.8152745,1.0,7.0,10.792476102374346,166.0,255.93586185630588,218.5343367594084,267.845980461643,411.3855792621106,457.576590217607,217.06268543005692,267.845980461643,Q4 farthest from transport,0.0,100.0
9,32500,Cook,QLD,41.3333333333333,31.0,75.0,Q4 highest DV2,True,4511.0,913.0136332,2.0,16.0,Most disadvantaged: IRSD deciles 1-2,912.0465915,3.0,884.8683611,2.0,936.6125061,5.0,3.0,6.650410108623365,80.0,177.3442695632897,240.798724955739,154.57746369867,365.36186961708034,282.409922020554,240.798724955739,154.57746369867,Q4 farthest from transport,0.0,100.0
10,11150,Bourke,NSW,40.0,20.0,50.0,Q4 highest DV2,True,2340.0,946.6859086,3.0,28.0,Disadvantaged: IRSD deciles 3-4,954.0871487,6.0,946.603762,3.0,979.6716901,8.0,2.0,8.547008547008547,78.0,333.3333333333333,331.91553528598047,331.91553528598047,506.1165686973415,506.1165686973415,331.91553528598047,331.91553528598047,Q4 farthest from transport,0.0,100.0
11,55250,Meekatharra,WA,38.8888888888889,7.0,18.0,Q4 highest DV2,True,1200.0,847.6659988,1.0,8.0,Most disadvantaged: IRSD deciles 1-2,871.346511,1.0,830.7773245,1.0,896.2526524,2.0,0.0,0.0,0.0,0.0,,,,,,,,,
12,71300,East Arnhem,NT,38.2352941176471,26.0,68.0,Q4 highest DV2,True,8778.0,485.5867979,1.0,1.0,Most disadvantaged: IRSD deciles 1-2,694.1971976,1.0,524.9596725,1.0,866.2250858,1.0,5.0,5.6960583276372745,143.0,162.90726817042605,446.56601411328376,444.897412319967,516.3515469896774,511.318305316126,446.56601411328376,444.897412319967,Q4 farthest from transport,0.0,100.0
13,11200,Brewarrina,NSW,38.0952380952381,8.0,21.0,Q4 highest DV2,True,1356.0,817.9479763,1.0,7.0,Most disadvantaged: IRSD deciles 1-2,865.9089528,1.0,789.3222755,1.0,916.5732138,4.0,3.0,22.123893805309734,69.0,508.8495575221239,267.2499262451187,282.873041184019,467.408145727764,464.347984868808,267.2499262451187,282.873041184019,Q4 farthest from transport,0.0,100.0
14,74550,Victoria Daly,NT,37.5,15.0,40.0,Q4 highest DV2,True,2815.0,589.8622889,1.0,5.0,Most disadvantaged: IRSD deciles 1-2,728.996714,1.0,617.5805793,1.0,832.9915064,1.0,2.0,7.104795737122557,58.0,206.03907637655416,310.31114484653347,310.31114484653347,436.9760566780485,436.9760566780485,310.31114484653347,310.31114484653347,Q4 farthest from transport,0.0,100.0
15,35780,Northern Peninsula Area,QLD,34.6938775510204,17.0,49.0,Q4 highest DV2,True,2781.0,702.0579689,1.0,6.0,Most disadvantaged: IRSD deciles 1-2,791.7709763,1.0,635.9521249,1.0,880.5507365,1.0,2.0,7.19165767709457,49.0,176.19561308881697,746.0696044477074,746.0696044477074,520.236027548242,520.236027548242,520.236027548242,520.236027548242,Q4 farthest from transport,0.0,100.0
16,58330,Toodyay,WA,34.375,11.0,32.0,Q4 highest DV2,True,4601.0,986.0558469,6.0,56.0,Middle: IRSD deciles 5-6,951.5766569,5.0,1018.148538,8.0,930.8790272,5.0,1.0,2.1734405564007826,42.0,91.28450336883287,0.86735271526063,0.86735271526063,70.1988747686246,70.1988747686246,0.86735271526063,0.86735271526063,Q1 closest to transport,100.0,0.0
17,65610,West Coast,TAS,34.0425531914894,16.0,47.0,Q4 highest DV2,True,4263.0,860.5124845,1.0,9.0,Most disadvantaged: IRSD deciles 1-2,843.5197291,1.0,886.8195698,2.0,832.0374248,1.0,1.0,2.345765892563922,25.0,58.64414731409805,4.68701298375455,4.68701298375455,118.012316556166,118.012316556166,4.68701298375455,4.68701298375455,Q2 relatively close to transport,0.0,0.0
18,57420,Ravensthorpe,WA,33.3333333333333,10.0,30.0,Q4 highest DV2,True,2085.0,1002.021714,7.0,68.0,Advantaged: IRSD deciles 7-8,970.1181403,7.0,982.8692258,6.0,949.2582812,6.0,2.0,9.59232613908873,99.0,474.8201438848921,125.145256351558,125.145256351558,433.39902270153,433.39902270153,125.145256351558,125.145256351558,Q4 farthest from transport,0.0,100.0
19,59100,Wickepin,WA,33.3333333333333,5.0,15.0,Q4 highest DV2,True,690.0,994.0281247,7.0,63.0,Advantaged: IRSD deciles 7-8,966.8079671,7.0,1009.27032,8.0,958.6258934,7.0,0.0,0.0,0.0,0.0,,,,,,,,,
20,11750,Cobar,NSW,31.9148936170213,15.0,47.0,Q4 highest DV2,True,4059.0,965.2614378,5.0,41.0,Middle: IRSD deciles 5-6,936.7548259,4.0,976.96297,5.0,904.4444956,3.0,5.0,12.318305001231831,179.0,440.9953190440995,180.73086663260443,180.54862491412,405.1153731533908,404.963951376013,180.73086663260443,180.54862491412,Q4 farthest from transport,0.0,100.0
21,35670,Napranum,QLD,31.5789473684211,6.0,19.0,Q4 highest DV2,True,883.0,623.2341906,1.0,5.0,Most disadvantaged: IRSD deciles 1-2,738.2777953,1.0,619.2770328,1.0,817.9665422,1.0,2.0,22.650056625141563,98.0,1109.8527746319367,562.392643775301,562.392643775301,681.319696689952,681.319696689952,562.392643775301,562.392643775301,Q4 farthest from transport,0.0,100.0
22,12150,Coonamble,NSW,31.5789473684211,18.0,57.0,Q4 highest DV2,True,3732.0,883.2383085,1.0,10.0,Most disadvantaged: IRSD deciles 1-2,892.8840595,2.0,922.3863446,2.0,919.1677157,4.0,5.0,13.397642015005358,172.0,460.8788853161844,152.9414141487674,159.984630382968,289.7136190577046,297.940064510737,152.9414141487674,159.984630382968,Q4 farthest from transport,0.0,100.0
23,37600,Yarrabah,QLD,31.25,15.0,48.0,Q4 highest DV2,True,2505.0,512.4605016,1.0,2.0,Most disadvantaged: IRSD deciles 1-2,677.6226035,1.0,568.868629,1.0,787.5902336,1.0,1.0,3.992015968063872,53.0,211.57684630738524,10.6725783993468,10.6725783993468,112.71726192277,112.71726192277,10.6725783993468,10.6725783993468,Q3 relatively far from transport,0.0,100.0
24,52800,Derby-West Kimberley,WA,30.6306306306306,34.0,111.0,Q4 highest DV2,True,7075.0,734.0620133,1.0,6.0,Most disadvantaged: IRSD deciles 1-2,817.5537322,1.0,731.2626278,1.0,899.1892121,2.0,2.0,2.8268551236749118,99.0,139.92932862190813,807.2523864073435,807.2523864073435,113.03678486869092,113.03678486869092,113.03678486869092,113.03678486869092,Q4 farthest from transport,50.0,50.0
25,35600,Murweh,QLD,29.8245614035088,17.0,57.0,Q4 highest DV2,True,3971.0,948.3713141,3.0,29.0,Disadvantaged: IRSD deciles 3-4,929.7457554,4.0,942.9147473,2.0,929.7930642,5.0,5.0,12.591286829513976,147.0,370.1838327877109,15.544001526444234,0.391975333123496,519.9515184798568,546.057532442042,15.544001526444234,0.391975333123496,Q1 closest to transport,80.0,20.0
26,10300,Balranald,NSW,29.4117647058824,5.0,17.0,Q4 highest DV2,True,2208.0,960.1625158,4.0,37.0,Disadvantaged: IRSD deciles 3-4,934.3215926,4.0,969.7891439,4.0,914.8114531,3.0,2.0,9.057971014492754,89.0,403.0797101449275,82.81336142743355,82.81336142743355,103.47373965615483,103.47373965615483,70.07395593732525,70.07395593732525,Q4 farthest from transport,0.0,100.0
27,37550,Woorabinda,QLD,28.5714285714286,8.0,28.0,Q4 highest DV2,True,1019.0,492.4761137,1.0,1.0,Most disadvantaged: IRSD deciles 1-2,658.6735642,1.0,513.1513378,1.0,816.2933995,1.0,1.0,9.813542688910696,22.0,215.89793915603533,52.4444499868188,52.4444499868188,136.159613581828,136.159613581828,52.4444499868188,52.4444499868188,Q4 farthest from transport,0.0,100.0
28,35790,Palm Island,QLD,27.7777777777778,10.0,36.0,Q4 highest DV2,True,2098.0,566.9441807,1.0,4.0,Most disadvantaged: IRSD deciles 1-2,706.884793,1.0,570.295082,1.0,851.2493588,1.0,2.0,9.532888465204957,50.0,238.32221163012392,44.722661190943455,44.722661190943455,63.4321812332658,63.4321812332658,44.722661190943455,44.722661190943455,Q4 farthest from transport,0.0,100.0
29,59310,Wongan-Ballidu,WA,26.6666666666667,4.0,15.0,Q4 highest DV2,True,1297.0,963.4685794,4.0,39.0,Disadvantaged: IRSD deciles 3-4,936.0219791,4.0,971.23096,4.0,936.3214471,5.0,1.0,7.710100231303007,28.0,215.88280647648418,0.353056390322541,0.353056390322541,134.694006591722,134.694006591722,0.353056390322541,0.353056390322541,Q1 closest to transport,100.0,0.0
30,32250,Carpentaria,QLD,26.3157894736842,5.0,19.0,Q4 highest DV2,True,2090.0,850.7971128,1.0,8.0,Most disadvantaged: IRSD deciles 1-2,862.3653081,1.0,837.1462321,1.0,852.1494592,1.0,3.0,14.354066985645932,88.0,421.05263157894734,10.929614772157093,0.686211368193679,375.5929532104003,372.620815602472,10.929614772157093,0.686211368193679,Q1 closest to transport,66.66666666666666,33.33333333333333
31,18200,Wentworth,NSW,25.9615384615385,27.0,104.0,Q4 highest DV2,True,7453.0,973.5798774,5.0,47.0,Middle: IRSD deciles 5-6,948.6191171,5.0,988.7134679,6.0,940.7233293,5.0,7.0,9.392191064001073,386.0,517.9122501006307,137.68609830566487,146.158758754584,21.73357426965514,5.83287256456063,21.73357426965514,5.83287256456063,Q3 relatively far from transport,0.0,71.42857142857143
32,35760,North Burnett,QLD,25.8064516129032,32.0,124.0,Q4 highest DV2,True,10068.0,902.4681613,2.0,13.0,Most disadvantaged: IRSD deciles 1-2,888.4372418,2.0,943.0674624,3.0,887.3130864,2.0,7.0,6.952721493841875,143.0,142.0341676599126,86.33867817732447,102.135995712331,118.6787021127376,124.795893782142,86.33867817732447,102.135995712331,Q4 farthest from transport,0.0,100.0
33,59340,Wyndham-East Kimberley,WA,25.1908396946565,33.0,131.0,Q4 highest DV2,True,7477.0,899.4327489,2.0,12.0,Most disadvantaged: IRSD deciles 1-2,933.9260731,4.0,860.1948591,1.0,965.1353145,7.0,4.0,5.349739200213989,179.0,239.40082920957605,414.861223676363,403.2105626614125,425.35304415939225,431.6457938657005,403.739549449027,403.2105626614125,Q4 farthest from transport,0.0,100.0
34,36950,Torres,QLD,24.1935483870968,15.0,62.0,Q4 highest DV2,True,3421.0,904.2902272,2.0,13.0,Most disadvantaged: IRSD deciles 1-2,939.216288,4.0,823.5326015,1.0,980.7982444,8.0,5.0,14.615609470914938,150.0,438.46828412744816,785.9289790367869,786.363845378663,479.98522594331,479.546750474214,479.98522594331,479.546750474214,Q4 farthest from transport,0.0,100.0
35,34880,Mareeba,QLD,23.8297872340426,56.0,235.0,Q4 highest DV2,True,22858.0,937.3804339,3.0,23.0,Disadvantaged: IRSD deciles 3-4,920.6307901,3.0,952.0876539,3.0,921.5850037,4.0,10.0,4.374835943652113,559.0,244.5533292501531,5.110119737947471,0.6972272177710614,121.4351493985436,117.947987373604,5.110119737947471,0.6972272177710614,Q1 closest to transport,60.0,20.0
36,33830,Hope Vale,QLD,23.8095238095238,5.0,21.0,Q4 highest DV2,True,976.0,630.7883051,1.0,5.0,Most disadvantaged: IRSD deciles 1-2,721.8532028,1.0,634.4642073,1.0,814.8193168,1.0,1.0,10.245901639344263,25.0,256.1475409836066,178.768300471549,178.768300471549,306.380918987821,306.380918987821,178.768300471549,178.768300471549,Q4 farthest from transport,0.0,100.0
37,33200,Flinders (Qld),QLD,23.8095238095238,5.0,21.0,Q4 highest DV2,True,1500.0,970.0853115,5.0,44.0,Middle: IRSD deciles 5-6,945.2161636,5.0,960.4009898,4.0,929.8898185,5.0,1.0,6.666666666666666,41.0,273.33333333333337,0.785118319070183,0.785118319070183,325.209803595849,325.209803595849,0.785118319070183,0.785118319070183,Q1 closest to transport,100.0,0.0
38,72800,Palmerston,NT,23.36,146.0,625.0,Q4 highest DV2,True,37247.0,1009.286814,8.0,73.0,Advantaged: IRSD deciles 7-8,998.1439863,8.0,991.1436932,6.0,971.598023,7.0,45.0,12.081509920262034,3794.0,1018.6055252772035,9.165801207251327,9.0560556419349,15.630872514421071,15.5331307830762,9.165801207251327,9.0560556419349,Q3 relatively far from transport,0.0,100.0
39,53220,East Pilbara,WA,23.0769230769231,24.0,104.0,Q4 highest DV2,True,9760.0,939.3895543,3.0,24.0,Disadvantaged: IRSD deciles 3-4,945.6183506,5.0,893.0096856,2.0,929.4761129,5.0,2.0,2.0491803278688523,158.0,161.88524590163934,91.1644509790309,91.1644509790309,790.518154166509,790.518154166509,91.1644509790309,91.1644509790309,Q4 farthest from transport,0.0,100.0
40,43650,Light,SA,22.9166666666667,44.0,192.0,Q4 highest DV2,True,15792.0,1027.025051,9.0,81.0,Most advantaged: IRSD deciles 9-10,980.5827749,7.0,1055.295584,10.0,948.9363112,6.0,12.0,7.598784194528875,722.0,457.193515704154,11.3436728361029,11.519228321610266,35.06918906482758,32.23706229314835,11.3436728361029,11.519228321610266,Q3 relatively far from transport,0.0,58.333333333333336
41,15300,Moree Plains,NSW,22.7272727272727,35.0,154.0,Q4 highest DV2,True,12751.0,940.3137886,3.0,25.0,Disadvantaged: IRSD deciles 3-4,931.728267,4.0,946.2716802,3.0,927.3800555,4.0,11.0,8.626774370637596,447.0,350.5607403340914,16.93127391778077,1.51687773523705,290.4332999223113,296.422368347984,16.93127391778077,1.51687773523705,Q1 closest to transport,18.181818181818183,18.181818181818183
42,17400,Tenterfield,NSW,22.6415094339623,12.0,53.0,Q4 highest DV2,True,6810.0,920.3424651,2.0,17.0,Most disadvantaged: IRSD deciles 1-2,902.6449808,2.0,935.480142,2.0,925.4454587,4.0,2.0,2.936857562408223,68.0,99.85315712187959,17.061801480830297,17.061801480830297,135.94383872398151,135.94383872398151,17.061801480830297,17.061801480830297,Q3 relatively far from transport,0.0,100.0
43,14550,Kyogle,NSW,22.2222222222222,18.0,81.0,Q4 highest DV2,True,9359.0,921.0980008,2.0,18.0,Most disadvantaged: IRSD deciles 1-2,905.6101714,2.0,950.4586804,3.0,928.9137661,4.0,8.0,8.547921786515653,199.0,212.62955443957688,18.640443498537927,11.21888020268176,59.448582700102286,50.5417396712824,18.640443498537927,11.21888020268176,Q3 relatively far from transport,37.5,62.5
44,36370,Rockhampton,QLD,22.0630372492837,231.0,1047.0,Q4 highest DV2,True,81968.0,948.8171493,3.0,30.0,Disadvantaged: IRSD deciles 3-4,924.0298842,3.0,960.0568256,4.0,909.6059218,3.0,61.0,7.4419285574858485,4091.0,499.09720866679675,4.656987139840219,4.61880266123482,4.195588036510141,4.25287661103801,4.095605086892219,4.25287661103801,Q2 relatively close to transport,11.475409836065571,34.42622950819672
45,46450,Port Pirie,SA,22.0512820512821,43.0,195.0,Q4 highest DV2,True,17282.0,889.4424281,2.0,11.0,Most disadvantaged: IRSD deciles 1-2,868.3069176,1.0,901.6514632,2.0,865.9495885,1.0,11.0,6.365004050457123,458.0,265.0156231917602,30.188532610825337,34.0619973152146,10.33030846836106,7.4656353684381,8.699286266659687,7.4656353684381,Q3 relatively far from transport,0.0,90.9090909090909
46,40520,Berri Barmera,SA,21.7391304347826,25.0,115.0,Q4 highest DV2,True,10484.0,906.9389667,2.0,14.0,Most disadvantaged: IRSD deciles 1-2,886.5998123,2.0,928.5521682,2.0,881.9644343,2.0,9.0,8.584509729111026,296.0,282.3349866463182,6.4313499466638016,5.19004913256144,149.9745480707619,147.918433053858,6.4313499466638016,5.19004913256144,Q3 relatively far from transport,0.0,55.55555555555556
47,41140,Clare and Gilbert Valleys,SA,21.4285714285714,21.0,98.0,Q4 highest DV2,True,9187.0,997.5807002,7.0,65.0,Advantaged: IRSD deciles 7-8,963.0474037,6.0,994.2598837,7.0,960.4547715,7.0,9.0,9.796451507565038,419.0,456.07924240775003,61.4126565774973,65.5119286547082,55.923882619042885,56.9519502640066,53.61615467070376,52.5024945983636,Q4 farthest from transport,0.0,100.0
48,36960,Torres Strait Island,QLD,21.25,17.0,80.0,Q4 highest DV2,True,4124.0,649.4757155,1.0,6.0,Most disadvantaged: IRSD deciles 1-2,777.0242917,1.0,627.7565295,1.0,884.9245674,2.0,12.0,29.09796314258002,170.0,412.2211445198836,842.1591900411894,830.503508311172,422.32081763937657,440.6322094239245,422.32081763937657,440.6322094239245,Q4 farthest from transport,0.0,100.0
49,15650,Muswellbrook,NSW,21.2389380530973,48.0,226.0,Q4 highest DV2,True,16357.0,936.9703265,3.0,23.0,Disadvantaged: IRSD deciles 3-4,907.869203,2.0,971.7938293,4.0,862.1026423,1.0,9.0,5.502231460536773,619.0,378.4312526746959,3.82519523002812,1.38054826278784,103.479483567951,103.261872657685,3.82519523002812,1.38054826278784,Q1 closest to transport,44.44444444444444,11.11111111111111
50,57210,Plantagenet,WA,21.1538461538462,11.0,52.0,Q4 highest DV2,True,5388.0,948.6440401,3.0,30.0,Disadvantaged: IRSD deciles 3-4,929.2284842,4.0,988.8141288,6.0,934.6221373,5.0,2.0,3.711952487008166,48.0,89.08685968819599,0.7175026029144145,0.7175026029144145,330.163360437777,330.163360437777,0.7175026029144145,0.7175026029144145,Q1 closest to transport,100.0,0.0
51,52590,Dandaragan,WA,21.0526315789474,8.0,38.0,Q4 highest DV2,True,3355.0,995.1491149,7.0,64.0,Advantaged: IRSD deciles 7-8,961.2783363,6.0,1013.915428,8.0,925.4021072,4.0,1.0,2.9806259314456036,48.0,143.07004470938898,48.026168785169,48.026168785169,175.966131876886,175.966131876886,48.026168785169,48.026168785169,Q4 farthest from transport,0.0,100.0
52,40430,Barunga West,SA,20.8333333333333,5.0,24.0,Q4 highest DV2,True,2619.0,950.1054181,3.0,30.0,Disadvantaged: IRSD deciles 3-4,932.4414618,4.0,965.9003614,4.0,946.7011845,6.0,2.0,7.636502481863307,53.0,202.36731576937763,64.1648217512164,64.1648217512164,44.375782922219045,44.375782922219045,44.375782922219045,44.375782922219045,Q4 farthest from transport,0.0,100.0
53,48750,Yankalilla,SA,20.8333333333333,10.0,48.0,Q4 highest DV2,True,5834.0,977.8214765,5.0,50.0,Middle: IRSD deciles 5-6,942.438451,5.0,991.2951692,6.0,937.979416,5.0,3.0,5.142269454919438,160.0,274.25437092903667,32.448983018262304,32.5125171719024,32.44666321976987,32.5102053948795,32.44666321976987,32.5102053948795,Q3 relatively far from transport,0.0,100.0
54,45040,Murray Bridge,SA,20.7547169811321,44.0,212.0,Q4 highest DV2,True,21644.0,890.9836339,2.0,11.0,Most disadvantaged: IRSD deciles 1-2,866.4383557,1.0,923.3519303,2.0,852.9691346,1.0,14.0,6.46830530401035,696.0,321.56717797080023,1.6621130689775965,1.074746473005683,60.65391333179069,60.3163209870516,1.6621130689775965,1.074746473005683,Q1 closest to transport,50.0,0.0
55,45680,Playford,SA,20.7350901525659,299.0,1442.0,Q4 highest DV2,True,99190.0,852.4010447,1.0,8.0,Most disadvantaged: IRSD deciles 1-2,850.1174001,1.0,911.2775202,2.0,851.6750415,1.0,62.0,6.250630103841114,4308.0,434.31797560237925,2.9754648367728804,1.822851119967745,9.75992797237241,10.38607551058865,2.9754648367728804,1.822851119967745,Q2 relatively close to transport,20.967741935483872,22.58064516129032
56,70200,Alice Springs,NT,20.6489675516224,70.0,339.0,Q4 highest DV2,True,25912.0,993.9912052,7.0,63.0,Advantaged: IRSD deciles 7-8,1003.63799,8.0,954.6047793,3.0,1014.496058,9.0,28.0,10.80580426057425,1474.0,568.8484100030873,2.0686910073782383,1.9775313085594748,180.07510166555545,180.454453978405,2.0686910073782383,1.9775313085594748,Q2 relatively close to transport,17.857142857142858,0.0
57,21670,Central Goldfields,VIC,20.5128205128205,24.0,117.0,Q4 highest DV2,True,13483.0,897.5571127,2.0,12.0,Most disadvantaged: IRSD deciles 1-2,867.2320061,1.0,921.4594329,2.0,870.5046526,1.0,10.0,7.416747014759327,389.0,288.5114588741378,5.14101416715202,1.21123276838971,55.02472252613226,57.5239301992712,5.14101416715202,1.21123276838971,Q1 closest to transport,50.0,20.0
58,61610,Devonport,TAS,20.4166666666667,49.0,240.0,Q4 highest DV2,True,26150.0,905.8545416,2.0,14.0,Most disadvantaged: IRSD deciles 1-2,882.8822131,2.0,920.2080143,2.0,883.7843476,2.0,9.0,3.4416826003824093,654.0,250.0956022944551,2.663070151939174,2.44597710648875,39.90647716276192,40.2681919511272,2.663070151939174,2.44597710648875,Q2 relatively close to transport,11.11111111111111,11.11111111111111
59,60210,Break O'Day,TAS,20.3703703703704,11.0,54.0,Q4 highest DV2,True,6770.0,911.0606489,2.0,16.0,Most disadvantaged: IRSD deciles 1-2,881.2483856,2.0,929.6335339,2.0,896.0903833,2.0,3.0,4.431314623338257,76.0,112.25997045790251,34.469441192855605,42.0728118580475,91.86231897441154,93.4459573739083,34.469441192855605,42.0728118580475,Q4 farthest from transport,0.0,100.0
60,72300,Litchfield,NT,20.3125,52.0,256.0,Q4 highest DV2,True,21411.0,1030.231267,9.0,84.0,Most advantaged: IRSD deciles 9-10,1013.705398,9.0,1060.578957,10.0,958.8677353,7.0,20.0,9.340992947550324,1446.0,675.3537901078885,20.18582416670553,18.0283615957449,26.26326977809935,24.3602377959784,20.18582416670553,18.0283615957449,Q3 relatively far from transport,0.0,100.0
61,56730,Northam,WA,20.3007518796992,27.0,133.0,Q4 highest DV2,True,11358.0,938.389701,3.0,23.0,Disadvantaged: IRSD deciles 3-4,913.6014446,3.0,974.0783581,5.0,891.5729148,2.0,4.0,3.5217467864060574,134.0,117.97851734460292,10.95185013879075,10.119500075231867,66.5881174747089,68.29073437257865,10.95185013879075,10.119500075231867,Q3 relatively far from transport,50.0,50.0
62,60410,Brighton,TAS,20.1365187713311,59.0,293.0,Q4 highest DV2,True,18995.0,884.6303886,1.0,10.0,Most disadvantaged: IRSD deciles 1-2,862.2074043,1.0,923.8490121,2.0,849.2348551,1.0,5.0,2.632271650434325,290.0,152.67175572519082,12.33418492322516,10.8460930139874,13.48562405419114,12.0414510044152,12.33418492322516,10.8460930139874,Q3 relatively far from transport,0.0,100.0
63,36820,Tablelands,QLD,20.0,56.0,280.0,Q4 highest DV2,True,26244.0,955.3081651,4.0,34.0,Disadvantaged: IRSD deciles 3-4,926.4296855,3.0,961.0330109,4.0,924.1710637,4.0,14.0,5.33455265965554,636.0,242.3411065386374,22.49104142876154,21.65429423314925,83.53530944506996,87.49613028962784,22.49104142876154,21.65429423314925,Q3 relatively far from transport,0.0,100.0
64,16610,Richmond Valley,NSW,19.921875,51.0,256.0,Q4 highest DV2,True,23565.0,923.6338153,2.0,19.0,Most disadvantaged: IRSD deciles 1-2,891.7393277,2.0,961.0730137,4.0,871.2307485,1.0,16.0,6.789730532569489,754.0,319.96605134733716,15.256399615871167,1.18172311221519,43.53581918809152,49.6696175527107,12.3576470547419,1.18172311221519,Q1 closest to transport,43.75,37.5
65,25810,Northern Grampians,VIC,19.7530864197531,16.0,81.0,Q4 highest DV2,True,11948.0,951.3008393,4.0,31.0,Disadvantaged: IRSD deciles 3-4,920.6550335,3.0,959.1115999,3.0,915.9845343,3.0,7.0,5.858721124874456,426.0,356.5450284566454,9.760944498196732,0.526054192304496,108.43953614047578,110.812017805387,9.760944498196732,0.526054192304496,Q1 closest to transport,85.71428571428571,14.285714285714285
66,21370,Campaspe,VIC,19.6125907990315,81.0,413.0,Q4 highest DV2,True,38735.0,964.8686286,4.0,40.0,Disadvantaged: IRSD deciles 3-4,931.7649788,4.0,979.9971607,5.0,921.1719864,4.0,31.0,8.00309797340906,1482.0,382.59971601910416,14.469258403477534,17.9095046610501,23.181155104898377,25.8395945038767,14.43521428674923,17.9095046610501,Q3 relatively far from transport,25.806451612903224,58.06451612903226
67,55460,Merredin,WA,19.3548387096774,6.0,31.0,Q4 highest DV2,True,3119.0,971.0033717,5.0,45.0,Middle: IRSD deciles 5-6,937.3378055,4.0,971.2982171,4.0,913.6903545,3.0,1.0,3.2061558191728117,36.0,115.42160949022123,0.539194680187815,0.539194680187815,228.94173781238,228.94173781238,0.539194680187815,0.539194680187815,Q1 closest to transport,100.0,0.0
68,49399,Unincorporated SA,SA,19.2307692307692,5.0,26.0,Q4 highest DV2,True,3006.0,904.767353,2.0,13.0,Most disadvantaged: IRSD deciles 1-2,903.5304317,2.0,864.6362566,1.0,894.6042951,2.0,2.0,6.65335994677312,65.0,216.2341982701264,147.318317403282,147.318317403282,305.8803504293555,305.8803504293555,147.318317403282,147.318317403282,Q4 farthest from transport,0.0,100.0
